themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
crushing fork middlegame short,h5g6 e5f3 e1e2 f3d2,r2q1r2/p3ppkp/3p2P1/1N2n3/4P1P1/5P2/PPPQ4/R3K2R b KQ -,905,98,-1,381,438,224961,1,33,1000,0,0,-229,2,24,0,0,1000,-300.0,3.0,32.0,0.0,0.0,1000.0,1000,0,0,29,27,2,56,7,1,0,2,1,1,5,1,0,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,2,4,1,1,1,2,1,33,1538,49113,50684,3,5,0.0303030303030303,0.0013003901170351,4.0722415653696575e-05,8,1.6,0,1,1,1,1,1,1,1
endgame exposedKing long master mate mateIn3 queenRookEndgame,a7a8q g3h3 h1g1 f2g2 g1f1 h3h1,Q7/8/8/5k2/8/5pr1/5r2/R6K b - -,1204,75,-1,-1500,-1500,82623,1,6,1000,0,0,-394,2,28,0,0,1000,-474.0,3.0,29.0,0.0,0.0,1000.0,1000,0,0,14,11,3,25,0,0,0,1,1,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,0,23,570,11119,11712,3,3,0.0434782608695652,0.0017543859649122,8.993614533681087e-05,3,1.0,0,0,1,1,1,1,1,1
advantage long middlegame,d4b4 a5d5 e1g1 e7e5 b4b7 e5f4,3rkb1r/pp2pbpp/2p5/q7/1Q3B2/2P3P1/PP2PP1P/RN2K2R b KQk -,1826,79,-1,381,413,685692,1,39,1000,0,0,-40,2,21,0,963,37,-60.0,3.0,26.0,0.0,899.0,101.0,1000,0,0,32,31,1,63,7,1,1,2,1,1,6,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,293,31.0,9.451612903225806,20.225806451612904,1,0,6,3,50,451,1,6,4,6,1,44,1606,64372,66022,7,325,0.0227272727272727,0.0193026151930261,0.0045516684272665,504,1.550769230769231,0,0,1,1,1,1,1,1
advancedPawn crushing kingsideAttack middlegame promotion short,g7h6 e7e8q b8e8 e1e8,1r4k1/4Pp1p/p5pb/2q5/p2n4/P2Q2B1/r2N1PPP/3KR2R w - -,1260,84,1,268,312,164879,1,33,1000,0,0,-27,2,35,1,984,15,-631.0,3.0,22.0,0.0,0.0,1000.0,1000,0,0,30,30,0,60,5,1,1,2,1,1,5,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,3,7,1,1,1,2,1,44,2309,91040,93393,3,3,0.0227272727272727,0.0004330879168471,1.0984182776801408e-05,11,3.6666666666666665,0,1,0,1,1,1,1,1
clearance crushing defensiveMove endgame quietMove veryLong,a7b7 d6e6 b7b4 d8d4 b4b8 g8f7 b8b7 f7g6 g2g3 e6e1,3q2k1/1Q4pp/3r4/P7/8/1P6/3p1PPP/3R2K1 b - -,2536,89,-1,-6,3,347747,1,39,2,997,1,0,2,28,2,997,1,-11.0,3.0,23.0,1.0,996.0,3.0,1000,0,0,19,17,2,36,5,0,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,968,27619,28617,0,0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,1,1,1
crushing deflection endgame long,g7g6 h5h8 g8g7 h1h7 g7f6 h8f8,5rk1/5p2/4p1p1/7R/2P5/2n2N2/5r2/2K4R w - -,1147,75,1,449,466,1086233,1,43,1000,0,0,-137,2,41,0,86,914,-199.0,3.0,42.0,0.0,2.0,998.0,1000,0,0,14,16,-2,30,1,1,0,2,0,1,3,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,3,1,6,1,1,1,2,1,29,790,18177,18996,3,3,0.0344827586206896,0.0012658227848101,5.50145788633988e-05,10,3.333333333333333,1,0,1,1,1,1,1,1
advancedPawn crushing endgame master rookEndgame short,b2b3 c3c1 f1g2 d3d2,6k1/5pp1/7p/2p5/2P5/1Rrp2PP/P4P2/5K2 b - -,1107,88,-1,648,663,1021888,1,40,1000,0,0,32,2,18,12,988,0,26.0,3.0,18.0,8.0,992.0,0.0,1000,0,0,10,10,0,20,5,0,0,1,0,1,5,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,1,1,1,1,3,1,13,211,2980,3204,3,3,0.0769230769230769,0.0047393364928909,0.0003355704697986,4,1.3333333333333333,1,1,1,1,1,1,1,1
advantage master middlegame short,e7d7 d4d5 b7d5 c3c4,3r2k1/1b1q1pb1/pp4p1/3rp3/3R2P1/2P2NBP/PP2Q2K/3R4 w - -,2179,80,1,354,363,88064,1,21,1000,0,0,-16,2,20,1,991,8,-170.0,3.0,19.0,0.0,18.0,982.0,1000,0,0,30,30,0,60,5,1,1,2,1,1,5,0,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2.0,1.5,1.75,1,0,1,1,4,6,1,2,2,4,1,51,1941,94396,96388,2,6,0.0196078431372549,0.0010303967027305,3.178100766981652e-05,11,1.8333333333333333,1,1,1,1,1,1,1,1
advantage endgame fork short,e1e2 f5f1 g1h2 f1e2,6k1/5r1p/4b1pQ/5q2/3B3P/2P5/4R1P1/6K1 b - -,1113,77,-1,454,503,1270483,1,47,1000,0,0,-28,2,19,0,991,9,-32.0,3.0,37.0,0.0,988.0,12.0,1000,0,0,20,19,1,39,3,0,1,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,4,1,1,1,1,1,2,1,33,1038,34135,35206,3,3,0.0303030303030303,0.0009633911368015,2.929544455837117e-05,6,2.0,0,1,1,1,1,1,1,1
crushing endgame short,d5d6 e1e4 d6f4 e4f4,6k1/6Bp/3q2pP/5p2/p2PnQ2/2r5/P5PK/4R3 w - -,1552,76,1,416,443,238060,1,29,1000,0,0,40,2,25,20,980,0,35.0,3.0,17.0,15.0,985.0,0.0,1000,0,0,21,21,0,42,4,0,1,1,1,1,4,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,3,1,2,1,1,1,2,1,23,923,25560,26506,3,3,0.0434782608695652,0.0010834236186348,3.912363067292645e-05,6,2.0,0,1,1,1,1,1,1,1
crushing hangingPiece middlegame short,c3d5 f6d5 g5d8 d5e3,r2qk2r/pp1n1ppp/4pn2/3N2B1/1b1P4/4QN1P/PPb1BPP1/R4RK1 b kq -,1302,78,-1,359,396,146587,1,27,1000,0,0,-94,2,19,0,560,440,-132.0,3.0,28.0,0.0,201.0,799.0,1000,0,0,37,37,0,74,6,2,2,2,1,1,6,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2.0,2.0,2.0,1,0,1,2,5,5,1,2,3,4,1,47,2194,95603,97844,2,7,0.0212765957446808,0.0009115770282588,4.183969122307877e-05,12,1.7142857142857142,1,1,1,1,1,1,1,1
advancedPawn crushing endgame knightEndgame sacrifice short,f4e5 b6c4 e3c4 c3c2,8/8/1n4kP/1P2Kp2/3P4/2p1N3/8/8 b - -,1777,80,-1,259,328,112593,1,27,1000,0,0,-14,2,22,1,996,3,-33.0,3.0,15.0,0.0,988.0,12.0,1000,0,0,6,5,1,11,3,1,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,3,3,1,2,2,3,1,13,160,1902,2075,3,5,0.0769230769230769,0.0125,0.0010515247108307,8,1.6,0,0,1,1,1,1,1,1
endgame mate mateIn2 operaMate sacrifice short,d5d3 f6a6 b7a6 c7a7,kr6/1pR4p/p4R2/n7/P3p3/3rB3/6PP/6K1 w - -,1118,75,1,1500,1500,110171,1,4,1000,0,0,104,2,30,571,429,0,65.0,3.0,26.0,93.0,907.0,0.0,1000,0,0,16,17,-1,33,3,0,1,2,0,1,4,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,5,1,0,1,1,0,2,0,44,1059,40592,41695,2,2,0.0227272727272727,0.0009442870632672,0.0,6,3.0,0,1,1,1,1,1,1,1
advantage middlegame pin short,c4b3 e6f5 c2f5 g6f5,1k2r3/pp2r2p/2pqbpp1/3n4/3P1p2/1B3N1P/PPQB1PP1/1K1RR3 b - -,1552,75,-1,384,385,58752,1,16,1000,0,0,-204,2,20,0,5,995,-297.0,3.0,22.0,0.0,0.0,1000.0,1000,0,0,34,32,2,66,6,1,2,2,1,1,7,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,29,3.0,9.666666666666666,6.333333333333333,1,0,1,1,10,55,1,3,6,6,1,40,1529,62347,63916,2,33,0.025,0.0019620667102681,0.0004651386594383,66,2.0,1,1,1,1,1,1,1,1
advantage middlegame short,c5d5 c6d5 c1c8 d7c8,2r3k1/3q1pp1/1rp5/3R2Np/1p1N3n/1Q2P3/5PP1/2R3K1 b - -,1655,75,-1,253,290,402286,1,39,1000,0,0,38,2,37,22,978,0,-114.0,3.0,26.0,0.0,298.0,702.0,1000,0,0,28,27,1,55,3,2,0,2,1,1,5,1,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1.0,3.0,2.0,1,1,0,1,2,10,1,1,2,4,1,33,1563,51284,52880,2,5,0.0303030303030303,0.000639795265515,5.849777708447079e-05,13,2.6,1,1,0,1,1,1,1,1
crushing endgame short,f6e5 b3b4 a5a1 f4e5,5k2/1p3pp1/p3p3/r3b3/2P2B2/1P6/1PR1K1PP/8 w - -,1476,75,1,405,397,75191,1,25,1000,0,0,-26,2,19,0,991,9,-48.0,3.0,18.0,0.0,967.0,33.0,1000,0,0,13,13,0,26,5,0,1,1,0,1,5,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,4.0,6.5,5.25,1,0,1,1,10,30,1,2,3,4,1,24,575,13494,14093,2,31,0.0416666666666666,0.0069565217391304,0.001926782273603,41,1.3225806451612905,1,1,1,1,1,1,1,1
mate mateIn1 middlegame oneMove,f6d5 f3f5,1rb4r/pp1nb1pp/6k1/3np3/2q1P3/2N2Q2/PPP2PPP/R1B1K2R w KQ -,1195,75,1,1500,1500,137492,1,2,1000,0,0,124,2,35,768,232,0,-195.0,3.0,23.0,0.0,9.0,991.0,1000,0,0,32,36,-4,68,7,1,1,2,1,1,5,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,1495,52087,53620,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advancedPawn discoveredCheck doubleCheck mate mateIn4 middlegame promotion queensideAttack sacrifice veryLong,g3g7 a6a7 b8a8 b5c7 d7c7 h5e8 c7b8 a7b8q,1k6/1p1q2r1/P2p3p/1NpPpn1Q/5b2/2P5/1P2B1P1/R6K w - -,2077,86,1,1500,1500,68379,1,8,1000,0,0,-13,2,23,1,995,4,-242.0,3.0,23.0,0.0,0.0,1000.0,1000,0,0,25,25,0,50,5,1,1,1,1,1,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,3,0,40,1345,50494,51879,3,3,0.025,0.0007434944237918,1.9804333188101555e-05,4,1.3333333333333333,0,0,0,0,0,0,0,0
crushing exposedKing fork long middlegame,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,5r1k/7p/p2pB3/3Pb1p1/4pP1q/1P2B3/P1Q5/2R3K1 b - f3,2411,93,-1,381,446,742549,1,57,1000,0,0,24,2,25,8,992,0,0.0,3.0,7.0,2.0,996.0,2.0,1000,0,0,24,22,2,46,4,0,2,1,1,1,5,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,34,1169,36776,37979,3,3,0.0294117647058823,0.0008554319931565,2.719164672612573e-05,3,1.0,0,0,1,1,1,1,1,1
crushing endgame long,g7h8 d3g6 f2g2 g4g2 d2g2 g6g2,5r1k/8/p3p2p/1p2P3/1P1p2R1/3Q3P/3r1qPK/8 w - -,1488,75,1,404,520,282179,1,37,1000,0,0,-344,2,24,0,0,1000,-499.0,3.0,27.0,0.0,0.0,1000.0,1000,0,0,18,24,-6,42,4,0,0,1,1,1,5,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,3,1,1,1,1,1,2,1,29,894,20559,21482,3,3,0.0344827586206896,0.0011185682326621,4.864049807870033e-05,5,1.6666666666666667,0,1,1,1,1,1,1,1
attackingF2F7 mate mateIn1 oneMove opening,g1f3 h4f2,rnb1k1nr/1ppp1ppp/8/p1bPp3/4P2q/2PB1N2/PP3PPP/RNBQK2R b KQkq -,631,98,-1,-1500,-1500,65745,1,2,1000,0,0,-2,2,23,20,957,23,-23.0,3.0,22.0,9.0,941.0,50.0,1000,0,0,39,39,0,78,8,2,2,2,1,1,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,1603,65944,67591,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
epauletteMate mate mateIn1 middlegame oneMove,d2b4 c8c2,2r4k/5p2/4pNp1/6Pp/qQ5P/7r/2P5/1RKN4 b - -,771,80,-1,-1500,-1500,44360,1,2,1000,0,0,-1500,2,2,1000,0,0,177.0,3.0,30.0,993.0,7.0,0.0,1000,0,0,23,23,0,46,3,2,0,1,1,1,4,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,1349,50275,51662,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,1,1,1
endgame mate mateIn1 oneMove smotheredMate,e1g1 h3f2,2r3k1/5ppp/2P5/8/5P2/P5Pn/6BP/R5RK b - -,880,79,-1,-1500,-1500,70796,1,2,1000,0,0,-587,2,16,0,0,1000,-629.0,3.0,19.0,0.0,0.0,1000.0,1000,0,0,18,11,7,29,5,0,1,2,0,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,363,7153,7535,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage endgame master pawnEndgame short,a2a4 g6g5 f4g5 h6g5,8/p7/1p2k1pp/5p2/P2P1P2/4K3/1P5P/8 b - -,2318,83,-1,164,182,230556,1,31,996,4,0,2,2,22,2,997,1,0.0,3.0,21.0,1.0,998.0,1.0,998,2,0,5,5,0,10,5,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,121,1307,1439,0,0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,1,1,1
advantage attackingF2F7 fork long opening,d5e3 f2e3 g4g5 e5f7 g5e3 g1h1,r1b1kb1r/pppp1ppp/2n1p3/4N3/3P2q1/4n3/PPP1BPPP/RN1Q1RK1 w kq -,2185,91,1,217,232,177234,1,21,997,3,0,-166,2,25,0,55,945,-229.0,3.0,26.0,0.0,4.0,996.0,997,3,0,35,39,-4,74,7,2,1,2,1,1,8,2,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3.0,1.0,2.0,1,0,1,1,4,7,1,1,2,4,1,36,1693,59587,61316,2,7,0.0277777777777777,0.0017720023626698,5.034655210029033e-05,12,1.7142857142857142,0,0,1,1,1,1,1,1
advantage deflection fork long opening,f8b4 f3d4 c6d4 d1a4 d4c6 d3f5,r2qk2r/ppp2ppp/2n5/3pPb2/1b1n1B2/2NB1N2/PP3PPP/R2QK2R w KQkq -,2312,77,1,297,328,293311,1,44,1000,0,0,-43,2,22,3,912,85,-156.0,3.0,19.0,0.0,87.0,913.0,1000,0,0,37,38,-1,75,6,2,2,2,1,1,7,2,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,2,3,1,1,1,2,1,42,2082,84083,86207,3,3,0.0238095238095238,0.0004803073967339,1.189301047774223e-05,7,2.333333333333333,0,0,1,1,1,1,1,1
kingsideAttack mate mateIn2 middlegame short,c5d4 e3e8 a8e8 e2e8,r5k1/pbp2ppp/6q1/3p4/3p3r/2P1R1P1/PP2QP1P/R5K1 w - -,587,93,1,1500,1500,83481,1,4,1000,0,0,-357,2,19,0,0,1000,-439.0,3.0,24.0,0.0,0.0,1000.0,1000,0,0,25,29,-4,54,6,0,0,2,1,1,7,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,5,4,0,1,1,0,1,0,37,1554,56205,57796,2,2,0.027027027027027,0.0006435006435006,0.0,9,4.5,1,1,1,1,1,1,1,1
discoveredAttack mate mateIn2 middlegame short,h2h1 e2g3 h1g1 e8e1,4r3/7P/1p4Q1/1b4B1/1k4n1/8/1P2n1P1/4R2K b - -,1324,188,-1,-1500,-1500,110524,1,4,1000,0,0,-392,2,17,0,0,1000,-587.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,20,15,5,35,3,0,1,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,2,1,0,1,1,0,2,0,35,1279,39431,40745,2,2,0.0285714285714285,0.0007818608287724,0.0,3,1.5,1,1,1,1,1,1,1,1
advancedPawn advantage endgame long master masterVsMaster sacrifice,c8d6 f2c5 b6c5 b5b6 a7b6 a6a7,7k/p3b2p/Pp1n4/1PpPp3/2B1PpP1/1P6/5BK1/8 w - -,1783,85,1,0,275,125802,1,19,1000,0,0,-7,2,24,1,997,2,-8.0,3.0,22.0,1.0,996.0,3.0,1000,0,0,12,12,0,24,6,0,2,0,0,1,6,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1.0,10.0,5.5,1,1,0,3,2,12,1,1,3,3,1,18,331,5787,6136,2,12,0.0555555555555555,0.0030211480362537,0.0017280110592707,17,1.4166666666666667,0,0,1,1,1,1,1,1
